"X","Cites","Authors","Title","Year","Source","Publisher","ArticleURL","CitesURL","GSRank","QueryDate","Type","DOI","ISSN","CitationURL","Volume","Issue","StartPage","EndPage","ECC","CitesPerYear","CitesPerAuthor","AuthorCount","Age","language","collected","DOI_flag","database","source.app","rec.number","foreign.keys","ref.type","contributors","titles","periodical","pages","volume","number","dates","publisher","isbn","notes","urls","electronic.resource.num","pdfs","Country.1","Country.2","Country.3","Country.4","Country.5","Country.6","Country.7","Country.8"
1145,2,"R.F. Santos, D. Bassegio, M. de Almeida Silva","Productivity and production components of safflower genotypes affected by irrigation at phenological stages",2017,"Agricultural Water Management",NA,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85014453685&partnerID=40&md5=17faa7f865702c06109ce34d3e159d0f",NA,1145,"8/10/2018","Article","10.1016/j.agwat.2017.02.013",NA,NA,186,NA,66,74,2,2,1,3,1,"english","in corpus","DOI present","english.enl","EndNote",5136,5136,2,"Santos, R. F.Bassegio, D.Silva, M. de Almeida","Productivity and production components of safflower genotypes affected by irrigation at phenological stages",NA,"66-74",NA,"Query date: 2018-08-10",2017,NA,NA,"186
Cited By (since 2017): 2","https://www.scopus.com/inward/record.url?eid=2-s2.0-85014453685&partnerID=40&md5=17faa7f865702c06109ce34d3e159d0fhttps://ac.els-cdn.com/S0378377417300665/1-s2.0-S0378377417300665-main.pdf?_tid=7006d402-1969-4a6a-a4e3-acd0cab8f700&acdnat=1534192378_60059b57ab64db2d330a8d0988f85902internal-pdf://2924422845/Santos-2017-Productivity and production compon.pdf","10.1016/j.agwat.2017.02.013","2924422845/Santos-2017-Productivity and production compon.pdf","Brazil","","","","","","",""
21353,6,"Alexis M. Jackson, Kimberly Tenggardjaja, Gerardo Perez, Ernesto Azzurro, Daniel Golani, Giacomo Bernardi","Phylogeography of the bluespotted cornetfish, Fistularia commersonii: a predictor of bioinvasion success?",2015,"MARINE ECOLOGY-AN EVOLUTIONARY PERSPECTIVE",NA,NA,NA,2744,"8/10/2018","Journal article","10.1111/maec.12249",NA,NA,36,4,887,896,6,2,1,6,3,"english","in corpus","DOI present","english.enl","EndNote",11368,11368,17,"Jackson, Alexis M.Tenggardjaja, KimberlyPerez, GerardoAzzurro, ErnestoGolani, DanielBernardi, Giacomo","Phylogeography of the bluespotted cornetfish, Fistularia commersonii: a predictor of bioinvasion success?MARINE ECOLOGY-AN EVOLUTIONARY PERSPECTIVE","MARINE ECOLOGY-AN EVOLUTIONARY PERSPECTIVE","887-896",36,"4",2015,NA,NA,"Cited By (since 2015): 6","NAhttps://onlinelibrary.wiley.com/doi/pdf/10.1111/maec.12249internal-pdf://3201033707/Jackson-2015-Phylogeography of the bluespotted.pdf","10.1111/maec.12249","3201033707/Jackson-2015-Phylogeography of the bluespotted.pdf","Bolivia","","","","","","",""
28218,16,"Alejandra Stehr, Patrick Debels, Jose Luis Arumi, Francisco Romero, Hernan Alcayaga","Combining the Soil and Water Assessment Tool (SWAT) and MODIS imagery to estimate monthly flows in a data-scarce Chilean Andean basin",2009,"HYDROLOGICAL SCIENCES JOURNAL-JOURNAL DES SCIENCES HYDROLOGIQUES",NA,NA,NA,4893,"8/10/2018","Journal article","10.1623/hysj.54.6.1053",NA,NA,54,6,1053,1067,16,1.78,3,5,9,"english","in corpus","DOI present","english.enl","EndNote",19477,19477,17,"Stehr, AlejandraDebels, PatrickArumi, Jose LuisRomero, FranciscoAlcayaga, Hernan","Combining the Soil and Water Assessment Tool (SWAT) and MODIS imagery to estimate monthly flows in a data-scarce Chilean Andean basinHYDROLOGICAL SCIENCES JOURNAL-JOURNAL DES SCIENCES HYDROLOGIQUES","HYDROLOGICAL SCIENCES JOURNAL-JOURNAL DES SCIENCES HYDROLOGIQUES","1053-1067",54,"6",2009,NA,NA,"Cited By (since 2009): 16","NAhttps://www.tandfonline.com/doi/pdf/10.1623/hysj.54.6.1053?needAccess=trueinternal-pdf://3086490053/Stehr-2009-Combining the Soil and Water Assess.pdf","10.1623/hysj.54.6.1053","3086490053/Stehr-2009-Combining the Soil and Water Assess.pdf","Chile","","","","","","",""
18030,0,"EM de Silva, JR Mantilla, CA Agudelo","Vibrio cholerae non-O1 in Colombia",1997,"WATER RESEARCH",NA,NA,NA,4053,"8/10/2018","Journal article","10.1016/S0043-1354(97)00153-X",NA,NA,31,12,3175,3177,0,0,0,3,21,"english","in corpus","DOI present","english.enl","EndNote",16306,16306,17,"Silva, E. M. deMantilla, J. R.Agudelo, C. A.","Vibrio cholerae non-O1 in ColombiaWATER RESEARCH","WATER RESEARCH","3175-3177",31,"12",1997,NA,NA,NA,"NAhttps://ac.els-cdn.com/S004313549700153X/1-s2.0-S004313549700153X-main.pdf?_tid=05d7f31d-fa8a-4833-8507-d4baafcf46c1&acdnat=1534195406_f22519d76b6527c021714feb43569edainternal-pdf://2930726485/Silva-1997-Vibrio cholerae non-O1 in Colombia.pdf","10.1016/S0043-1354(97)00153-X","2930726485/Silva-1997-Vibrio cholerae non-O1 in Colombia.pdf","Colombia","","","","","","",""
11011,86,"L. Yahdjian, O.E. Sala, A.T. Austin","Differential controls of water input on litter decomposition and nitrogen dynamics in the patagonian steppe",2006,"Ecosystems",NA,"https://www.scopus.com/inward/record.url?eid=2-s2.0-33645810140&partnerID=40&md5=d10cfb1c612f3877a49086c6e658f48f",NA,11017,"8/10/2018","Article","10.1007/s10021-004-0118-7",NA,NA,9,1,128,141,86,7.17,29,3,12,"english","in corpus","DOI present","english.enl","EndNote",25900,25900,2,"Yahdjian, L.Sala, O. E.Austin, A. T.","Differential controls of water input on litter decomposition and nitrogen dynamics in the patagonian steppe",NA,"128-141",NA,"Query date: 2018-08-10",2006,NA,NA,"9
Cited By (since 2006): 86","https://www.scopus.com/inward/record.url?eid=2-s2.0-33645810140&partnerID=40&md5=d10cfb1c612f3877a49086c6e658f48fhttps://link.springer.com/content/pdf/10.1007%2Fs10021-004-0118-7.pdfinternal-pdf://2348824924/Yahdjian-2006-Differential controls of water i.pdf","10.1007/s10021-004-0118-7","2348824924/Yahdjian-2006-Differential controls of water i.pdf","Argentina","","","","","","",""
749,2,"B.E. Madari, M.A.S. Silva, M.T.M. Carvalho, A.H.N. Maia, F.A. Petter, J.L.S. Santos, S.M. Tsai, W.G.O. Leal, W.M. Zeviani","Properties of a sandy clay loam Haplic Ferralsol and soybean grain yield in a five-year field trial as affected by biochar amendment",2017,"Geoderma",NA,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85020204077&partnerID=40&md5=25dc1004b38ed52a826cb3f013a76f7b",NA,749,"8/10/2018","Article","10.1016/j.geoderma.2017.05.029",NA,NA,305,NA,100,112,2,2,0,9,1,"english","in corpus","DOI present","english.enl","EndNote",3529,3529,2,"Madari, B. E.Silva, M. A. S.Carvalho, M. T. M.Maia, A. H. N.Petter, F. A.Santos, J. L. S.Tsai, S. M.Leal, W. G. O.Zeviani, W. M.","Properties of a sandy clay loam Haplic Ferralsol and soybean grain yield in a five-year field trial as affected by biochar amendment",NA,"100-112",NA,"Query date: 2018-08-10",2017,NA,NA,"305
Cited By (since 2017): 2","https://www.scopus.com/inward/record.url?eid=2-s2.0-85020204077&partnerID=40&md5=25dc1004b38ed52a826cb3f013a76f7bhttps://ac.els-cdn.com/S0016706117307498/1-s2.0-S0016706117307498-main.pdf?_tid=57f1da07-150b-4ac4-bdd6-fd20ee74785c&acdnat=1534115846_1e646e81ec61b68cc0fed18c689168d2internal-pdf://3961085200/Madari-2017-Properties of a sandy clay loam Ha.pdf","10.1016/j.geoderma.2017.05.029","3961085200/Madari-2017-Properties of a sandy clay loam Ha.pdf","Brazil","","","","","","",""
19550,0,"Ciro C. Z. Branco, Thais A. Riolfi, Bruno P. Crulhas, Aurelio F. Tonetto, Anna I. N. Bautista, Orlando Necchi Junior","Tropical lotic primary producers: Who has the most efficient photosynthesis in low-order stream ecosystems?",2017,"FRESHWATER BIOLOGY",NA,NA,NA,717,"8/10/2018","Journal article","10.1111/fwb.12974",NA,NA,62,9,1623,1636,0,0,0,6,1,"english","in corpus","DOI present","english.enl","EndNote",3400,3400,17,"Branco, Ciro C. Z.Riolfi, Thais A.Crulhas, Bruno P.Tonetto, Aurelio F.Bautista, Anna I. N.Junior, Orlando Necchi","Tropical lotic primary producers: Who has the most efficient photosynthesis in low-order stream ecosystems?FRESHWATER BIOLOGY","FRESHWATER BIOLOGY","1623-1636",62,"9",2017,NA,NA,NA,"NAhttps://onlinelibrary.wiley.com/doi/pdf/10.1111/fwb.12974internal-pdf://3472420050/Branco-2017-Tropical lotic primary producers_.pdf","10.1111/fwb.12974","3472420050/Branco-2017-Tropical lotic primary producers_.pdf","Brazil","","","","","","",""
23049,6,"Kerry L. Griffis-Kyle, Jeffery J. Kovatch, Cristina Bradatan","Water Quality: A Hidden Danger in Anthropogenic Desert Catchments",2014,"WILDLIFE SOCIETY BULLETIN",NA,NA,NA,4627,"8/10/2018","Journal article","10.1002/wsb.358",NA,NA,38,1,148,151,6,1.5,2,3,4,"english","in corpus","DOI present","english.enl","EndNote",18456,18456,17,"Griffis-Kyle, Kerry L.Kovatch, Jeffery J.Bradatan, Cristina","Water Quality: A Hidden Danger in Anthropogenic Desert CatchmentsWILDLIFE SOCIETY BULLETIN","WILDLIFE SOCIETY BULLETIN","148-151",38,"1",2014,NA,NA,"Cited By (since 2014): 6","NAhttps://onlinelibrary.wiley.com/doi/pdf/10.1002/wsb.358internal-pdf://1485305327/Griffis-Kyle-2014-Water Quality_ A Hidden Dang.pdf","10.1002/wsb.358","1485305327/Griffis-Kyle-2014-Water Quality_ A Hidden Dang.pdf","Bolivia","","","","","","",""
25465,42,"V. Hernandez-Montoya, L. A. Ramirez-Montoya, A. Bonilla-Petriciolet, M. A. Montes-Moran","Optimizing the removal of fluoride from water using new carbons obtained by modification of nut shell with a calcium solution from egg shell",2012,"BIOCHEMICAL ENGINEERING JOURNAL",NA,NA,NA,1772,"8/10/2018","Journal article","10.1016/j.bej.2011.12.011",NA,NA,62,NA,1,7,42,7,11,4,6,"english","in corpus","DOI present","english.enl","EndNote",7634,7634,17,"Hernandez-Montoya, V.Ramirez-Montoya, L. A.Bonilla-Petriciolet, A.Montes-Moran, M. A.","Optimizing the removal of fluoride from water using new carbons obtained by modification of nut shell with a calcium solution from egg shellBIOCHEMICAL ENGINEERING JOURNAL","BIOCHEMICAL ENGINEERING JOURNAL","1-7",62,NA,2012,NA,NA,"Cited By (since 2012): 42","NAhttps://ac.els-cdn.com/S1369703X1200006X/1-s2.0-S1369703X1200006X-main.pdf?_tid=671aac54-1edf-4db4-a7bd-94279fac0906&acdnat=1534101361_10ce73ba07732abeb4eaa2e9caf6e17cinternal-pdf://1021138083/Hernandez-Monto-2012-Optimizing the removal of.pdf","10.1016/j.bej.2011.12.011","1021138083/Hernandez-Monto-2012-Optimizing the removal of.pdf","Bolivia","","","","","","",""
13198,28,"V.M. Mendoza, E.E. Villanueva, J. Adem","Vulnerability of basins and watersheds in Mexico to global climate change",1997,"Climate Research",NA,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0031390893&partnerID=40&md5=b712854cdabd33ae106bc6431a30a110",NA,13206,"8/10/2018","Article","10.3354/cr009139",NA,NA,9,1,139,145,28,1.33,9,3,21,"english","in corpus","DOI present","english.enl","EndNote",28087,28087,2,"Mendoza, V. M.Villanueva, E. E.Adem, J.","Vulnerability of basins and watersheds in Mexico to global climate change",NA,"139-145",NA,"Query date: 2018-08-10",1997,NA,NA,"9
Cited By (since 1997): 28","https://www.scopus.com/inward/record.url?eid=2-s2.0-0031390893&partnerID=40&md5=b712854cdabd33ae106bc6431a30a110https://www.int-res.com/articles/cr/9/c009p139.pdfinternal-pdf://0849392637/Mendoza-1997-Vulnerability of basins and water.pdf","10.3354/cr009139","0849392637/Mendoza-1997-Vulnerability of basins and water.pdf","Mexico","","","","","","",""
25210,4,"Luciano Gebler, Jose A. S. Louzada, Ildegardis Bertol, Roger R. Ramos, David J. Miquelluti, Bruna M. Schrammel","Adapting methodology to calculate contaminant loads of phosphorus in watersheds of Southern Brazil",2012,"REVISTA BRASILEIRA DE ENGENHARIA AGRICOLA E AMBIENTAL",NA,NA,NA,1481,"8/10/2018","Journal article","10.1590/S1415-43662012000700010",NA,NA,16,7,769,776,4,0.67,1,6,6,"english","in corpus","DOI present","english.enl","EndNote",6476,6476,17,"Gebler, LucianoLouzada, Jose A. S.Bertol, IldegardisRamos, Roger R.Miquelluti, David J.Schrammel, Bruna M.","Adapting methodology to calculate contaminant loads of phosphorus in watersheds of Southern BrazilREVISTA BRASILEIRA DE ENGENHARIA AGRICOLA E AMBIENTAL","REVISTA BRASILEIRA DE ENGENHARIA AGRICOLA E AMBIENTAL","769-776",16,"7",2012,NA,NA,"Cited By (since 2012): 4","NAhttp://www.scielo.br/pdf/rbeaa/v16n7/10.pdfinternal-pdf://3203615899/Gebler-2012-Adapting methodology to calculate.pdf","10.1590/S1415-43662012000700010","3203615899/Gebler-2012-Adapting methodology to calculate.pdf","Bolivia","","","","","","",""
24231,5,"Maria V. Panebianco, Maria F. Negri, Sandra E. Botte, Jorge E. Marcovecchio, Humberto L. Cappozzo","Essential and non-essential heavy metals in skin and muscle tissues of franciscana dolphins (Pontoporia blainvillei) from the southern Argentina coast",2013,"CHEMISTRY AND ECOLOGY",NA,NA,NA,369,"8/10/2018","Journal article","10.1080/02757540.2013.810727",NA,NA,29,6,511,518,5,1,1,5,5,"english","in corpus","DOI present","english.enl","EndNote",1886,1886,17,"Panebianco, Maria V.Negri, Maria F.Botte, Sandra E.Marcovecchio, Jorge E.Cappozzo, Humberto L.","Essential and non-essential heavy metals in skin and muscle tissues of franciscana dolphins (Pontoporia blainvillei) from the southern Argentina coastCHEMISTRY AND ECOLOGY","CHEMISTRY AND ECOLOGY","511-518",29,"6",2013,NA,NA,"Cited By (since 2013): 5","NAhttps://www.tandfonline.com/doi/pdf/10.1080/02757540.2013.810727?needAccess=trueinternal-pdf://0216095662/Panebianco-2013-Essential and non-essential he.pdf","10.1080/02757540.2013.810727","0216095662/Panebianco-2013-Essential and non-essential he.pdf","Bolivia","","","","","","",""
6720,11,"N. Borrelli, M. Osterrieth, A. Romanelli, M.F. Alvarez, J.L. Cionchi, H. Massone","Biogenic silica in wetlands and their relationship with soil and groundwater biogeochemistry in the Southeastern of Buenos Aires Province, Argentina",2012,"Environmental Earth Sciences",NA,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84855351960&partnerID=40&md5=6eb4d3756abd984b3da4e7778dad5fee",NA,6725,"8/10/2018","Article","10.1007/s12665-011-1010-3",NA,NA,65,2,469,480,11,1.83,2,6,6,"english","in corpus","DOI present","english.enl","EndNote",21609,21609,2,"Borrelli, N.Osterrieth, M.Romanelli, A.Alvarez, M. F.Cionchi, J. L.Massone, H.","Biogenic silica in wetlands and their relationship with soil and groundwater biogeochemistry in the Southeastern of Buenos Aires Province, Argentina",NA,"469-480",NA,"Query date: 2018-08-10",2012,NA,NA,"65
Cited By (since 2012): 11","https://www.scopus.com/inward/record.url?eid=2-s2.0-84855351960&partnerID=40&md5=6eb4d3756abd984b3da4e7778dad5feehttps://link.springer.com/content/pdf/10.1007%2Fs12665-011-1010-3.pdfinternal-pdf://0021824678/Borrelli-2012-Biogenic silica in wetlands and.pdf","10.1007/s12665-011-1010-3","0021824678/Borrelli-2012-Biogenic silica in wetlands and.pdf","Argentina","","","","","","",""
7251,18,"P. Balvanera, S. Quijas, A. PÈrez-JimÈnez","Distribution patterns of tropical dry forest trees along a mesoscale water availability gradient",2011,"Biotropica",NA,"https://www.scopus.com/inward/record.url?eid=2-s2.0-79960142601&partnerID=40&md5=a8cbc4aa8eade8f449447908e25a457c",NA,7256,"8/10/2018","Article","10.1111/j.1744-7429.2010.00712.x",NA,NA,43,4,414,422,18,2.57,6,3,7,"english","in corpus","DOI present","english.enl","EndNote",22140,22140,2,"Balvanera, P.Quijas, S.PÈrez-JimÈnez, A.","Distribution patterns of tropical dry forest trees along a mesoscale water availability gradient",NA,"414-422",NA,"Query date: 2018-08-10",2011,NA,NA,"43
Cited By (since 2011): 18","https://www.scopus.com/inward/record.url?eid=2-s2.0-79960142601&partnerID=40&md5=a8cbc4aa8eade8f449447908e25a457chttps://onlinelibrary.wiley.com/doi/pdf/10.1111/j.1744-7429.2010.00712.xinternal-pdf://3339785588/Balvanera-2011-Distribution patterns of tropic.pdf","10.1111/j.1744-7429.2010.00712.x","3339785588/Balvanera-2011-Distribution patterns of tropic.pdf","Mexico","","","","","","",""
3440,13,"Y. Panagopoulos, P.W. Gassman, M.K. Jha, C.L. Kling, T. Campbell, R. Srinivasan, M. White, J.G. Arnold","A refined regional modeling approach for the Corn Belt - Experiences and recommendations for large-scale integrated modeling",2015,"Journal of Hydrology",NA,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84924955547&partnerID=40&md5=44857f1aeca9c5a4fcbd4d4619ed1972",NA,3444,"8/10/2018","Article","10.1016/j.jhydrol.2015.02.039",NA,NA,524,NA,348,366,13,4.33,2,8,3,"english","in corpus","DOI present","english.enl","EndNote",14035,14035,2,"Panagopoulos, Y.Gassman, P. W.Jha, M. K.Kling, C. L.Campbell, T.Srinivasan, R.White, M.Arnold, J. G.","A refined regional modeling approach for the Corn Belt - Experiences and recommendations for large-scale integrated modeling",NA,"348-366",NA,"Query date: 2018-08-10",2015,NA,NA,"524
Cited By (since 2015): 13","https://www.scopus.com/inward/record.url?eid=2-s2.0-84924955547&partnerID=40&md5=44857f1aeca9c5a4fcbd4d4619ed1972https://ac.els-cdn.com/S0022169415001511/1-s2.0-S0022169415001511-main.pdf?_tid=cbfac7ca-0c21-4848-ab9c-f2fc00e3b136&acdnat=1534182338_c59c0c7f4a7e95ffe47432c4dcaa79a6internal-pdf://4286316006/Panagopoulos-2015-A refined regional modeling.pdf","10.1016/j.jhydrol.2015.02.039","4286316006/Panagopoulos-2015-A refined regional modeling.pdf","Bolivia","","","","","","",""
24049,1,"Everardo C. Mantovani, Laercio Zambolim, Darik O. Souza, Gilberto C. Sediyama, Luiz F. Palaretti","Yield and quality of potato tubers under different regimes of conventional sprinkler irrigation",2013,"HORTICULTURA BRASILEIRA",NA,NA,NA,158,"8/10/2018","Journal article","10.1590/S0102-05362013000400004",NA,NA,31,4,528,533,1,0.2,0,5,5,"english","in corpus","DOI present","english.enl","EndNote",835,835,17,"Mantovani, Everardo C.Zambolim, LaercioSouza, Darik O.Sediyama, Gilberto C.Palaretti, Luiz F.","Yield and quality of potato tubers under different regimes of conventional sprinkler irrigationHORTICULTURA BRASILEIRA","HORTICULTURA BRASILEIRA","528-533",31,"4",2013,NA,NA,"Cited By (since 2013): 1","NAhttp://www.scielo.br/pdf/hb/v31n4/04.pdfinternal-pdf://2694493879/Mantovani-2013-Yield and quality of potato tub.pdf","10.1590/S0102-05362013000400004","2694493879/Mantovani-2013-Yield and quality of potato tub.pdf","Bolivia","","","","","","",""
21628,1,"Luz Maria Cruz-Garcia, Jose Alfredo Arreola-Lizarraga, Gil Ezequiel Cesena-Beltran, Renato Arturo Mendoza-Salgado, Patricia Galina-Tessaro, Luis Felipe Beltran-Morales, Alfredo Ortega-Rubio","An examination of coastal conservation by remote sensing in Baja California Sur, M,xico",2015,"JOURNAL OF COASTAL CONSERVATION",NA,NA,NA,3063,"8/10/2018","Journal article","10.1007/s11852-015-0411-y",NA,NA,19,4,609,619,1,0.33,0,7,3,"english","in corpus","DOI present","english.enl","EndNote",12590,12590,17,"Cruz-Garcia, Luz MariaArreola-Lizarraga, Jose AlfredoCesena-Beltran, Gil EzequielMendoza-Salgado, Renato ArturoGalina-Tessaro, PatriciaBeltran-Morales, Luis FelipeOrtega-Rubio, Alfredo","An examination of coastal conservation by remote sensing in Baja California Sur, M,xicoJOURNAL OF COASTAL CONSERVATION","JOURNAL OF COASTAL CONSERVATION","609-619",19,"4",2015,NA,NA,"Cited By (since 2015): 1","NAhttps://link.springer.com/content/pdf/10.1007%2Fs11852-015-0411-y.pdfinternal-pdf://2123254962/Cruz-Garcia-2015-An examination of coastal con.pdf","10.1007/s11852-015-0411-y","2123254962/Cruz-Garcia-2015-An examination of coastal con.pdf","Mexico","","","","","","",""
27597,4,"Francisco C. F. de Paula, Luiz Drude de Lacerda, Rozane V. Marins, Jose E. Aguiar, Alvaro R. C. Ovalle, Cezar A. T. Falcao Filho","NATURAL AND ANTHROPOGENIC EMISSIONS OF METALS AND NUTRIENTS TO THE LOWER CONTAS RIVER BASIN, BAHIA STATE, BRAZIL",2010,"QUIMICA NOVA",NA,NA,NA,4196,"8/10/2018","Journal article","10.1590/S0100-40422010000100014",NA,NA,33,1,70,NA,4,0.5,1,6,8,"english","in corpus","DOI present","english.enl","EndNote",16847,16847,17,"Paula, Francisco C. F. deLacerda, Luiz Drude deMarins, Rozane V.Aguiar, Jose E.Ovalle, Alvaro R. C.Filho, Cezar A. T. Falcao","NATURAL AND ANTHROPOGENIC EMISSIONS OF METALS AND NUTRIENTS TO THE LOWER CONTAS RIVER BASIN, BAHIA STATE, BRAZILQUIMICA NOVA","QUIMICA NOVA","70",33,"1",2010,NA,NA,"Cited By (since 2010): 4","NAhttp://www.scielo.br/pdf/qn/v33n1/14.pdfinternal-pdf://1593289571/Paula-2010-NATURAL AND ANTHROPOGENIC EMISSIONS.pdf","10.1590/S0100-40422010000100014","1593289571/Paula-2010-NATURAL AND ANTHROPOGENIC EMISSIONS.pdf","Bolivia","","","","","","",""
