"","Cites","Authors","Title","Year","Source","Publisher","ArticleURL","CitesURL","GSRank","QueryDate","Type","DOI","ISSN","CitationURL","Volume","Issue","StartPage","EndPage","ECC","CitesPerYear","CitesPerAuthor","AuthorCount","Age","language","collected","DOI_flag","database","source-app","rec-number","foreign-keys","ref-type","contributors","titles","pages","number","dates","publisher","isbn","urls","notes","periodical","volume","electronic-resource-num","pdfs"
"106",1,"F.A.M. Alberto, V.G. Rogelio","Temporal and frequential analysis of the record of water level in the G-1-17 borehole for monitoring the shallow aquifer near the Cerro Prieto Geothermal Field [An·lisis temporal y frecuencial del registro de nivel de agua en el pozo G-1-17 de monitoreo del acuÌfero superficial en inmediaciones del Campo GeotÈrmico de Cerro Prieto]",2016,"Geotermia",NA,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84958530859&partnerID=40&md5=f021924777dde0bf3e0e77c2e9418f31",NA,106,"8/10/2018","Article","",NA,NA,29,1,15,27,1,0.5,1,2,2,"spanish","in corpus","DOI absent","spanish.enl","EndNote","259","2590","2","Alberto, F. A. M.Rogelio, V. G.","Temporal and frequential analysis of the record of water level in the G-1-17 borehole for monitoring the shallow aquifer near the Cerro Prieto Geothermal Field [An·lisis temporal y frecuencial del registro de nivel de agua en el pozo G-1-17 de monitoreo del acuÌfero superficial en inmediaciones del Campo GeotÈrmico de Cerro Prieto]","15-27","Query date: 2018-08-10",2016,"NA","NA","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84958530859&partnerID=40&md5=f021924777dde0bf3e0e77c2e9418f31","29Cited By (since 2016): 1",NA,NA,NA,"manual_download_spanish/26/Fuentes-ArreazolaVazquez-Gonzalez_Geotermia_Vol_29-1_portada.pdf"
"159",3,"M.J. Giuliano Albo, M.T. Blarasin","Hydrochemical characterization and natural background nitrate assessment in groundwater in an agroecosystem, cordoba province (Argentina) [HIDROGEOQUÕMICA Y ESTIMACI”N DEL FONDO NATURAL DE NITRATOS DEL AGUA SUBTERR¡NEA EN UN AGROECOSISTEMA DEL PEDEMONTE DE LA SIERRA DE COMECHINGONES]",2014,"Revista de la Asociacion Geologica Argentina",NA,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84919343007&partnerID=40&md5=d8c46a1b02ef6ff7524d18cdfdd00d1a",NA,159,"8/10/2018","Article","",NA,NA,71,3,378,392,3,0.75,2,2,4,"spanish","absent from corpus","DOI absent","spanish.enl","EndNote","376","3760","2","Albo, M. J. GiulianoBlarasin, M. T.","Hydrochemical characterization and natural background nitrate assessment in groundwater in an agroecosystem, cordoba province (Argentina) [HIDROGEOQUÕMICA Y ESTIMACI”N DEL FONDO NATURAL DE NITRATOS DEL AGUA SUBTERR¡NEA EN UN AGROECOSISTEMA DEL PEDEMONTE DE LA SIERRA DE COMECHINGONES]","378-392","Query date: 2018-08-10",2014,"NA","NA","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84919343007&partnerID=40&md5=d8c46a1b02ef6ff7524d18cdfdd00d1a","71Cited By (since 2014): 3",NA,NA,NA,NA
"771",11,"J. Alcocer, A. Lugo","Effects of El NiÒo on the dynamics of Lake Alchichica, central Mexico",2003,"Geofisica Internacional",NA,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0141954837&partnerID=40&md5=8e37867845b46fa2977e1cda8d1b1319",NA,771,"8/10/2018","Article","",NA,NA,42,3,523,528,11,0.73,6,2,15,"spanish","in corpus","DOI absent","spanish.enl","EndNote","1165","11650","2","Alcocer, J.Lugo, A.","Effects of El NiÒo on the dynamics of Lake Alchichica, central Mexico","523-528","Query date: 2018-08-10",2003,"NA","NA","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0141954837&partnerID=40&md5=8e37867845b46fa2977e1cda8d1b1319","42Cited By (since 2003): 11",NA,NA,NA,"manual_download_spanish/28/alcocer.pdf"
"1371",0,"V√≠ctor Hugo Alcocer-Yamanaka, Jos√© Manuel Rodr√≠guez-Varela, V√≠ctor Javier Bourguett-Ortiz, Oscar Jes√∫s Llaguno-Guilberto, Pedro Misael Albornoz-G√≥ngora","Methodology for Generating Flood Risk Maps in Urban Areas",2016,"Tecnolog√≠a y ciencias del agua",NA,NA,NA,17,"8/10/2018","Journal article","",NA,NA,7,5,33,55,0,0,0,5,2,"spanish","in corpus","DOI absent","spanish.enl","EndNote","52","520","17","Alcocer-Yamanaka, V√≠ctor HugoRodr√≠guez-Varela, Jos√© ManuelBourguett-Ortiz, V√≠ctor JavierLlaguno-Guilberto, Oscar Jes√∫sAlbornoz-G√≥ngora, Pedro Misael","Methodology for Generating Flood Risk Maps in Urban AreasTecnolog√≠a y ciencias del agua","33-55","5",2016,"NA","NA","NA",NA,"Tecnolog√≠a y ciencias del agua","7",NA,"manual_download_spanish/29/2007-2422-tca-7-05-00033.pdf"
"480",1,"V.H. Alcocer-Yamanaka, ¡.A. Aldama, V. Tzatchkov, A. Espinosa-Gayosso, F.I. ArreguÌn-CortÈs","Spectral analysis of residential water demand [An·lisis espectral de consumo domÈstico de agua potable]",2009,"Ingenieria Hidraulica en Mexico",NA,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-72349098556&partnerID=40&md5=ebfc82e4b466623b614bd98ffe8f1131",NA,480,"8/10/2018","Article","",NA,NA,24,4,105,121,1,0.11,0,5,9,"spanish","in corpus","DOI absent","spanish.enl","EndNote","874","8740","2","Alcocer-Yamanaka, V. H.Aldama, ¡ A.Tzatchkov, V.Espinosa-Gayosso, A.ArreguÌn-CortÈs, F. I.","Spectral analysis of residential water demand [An·lisis espectral de consumo domÈstico de agua potable]","105-121","Query date: 2018-08-10",2009,"NA","NA","https://www.scopus.com/inward/record.uri?eid=2-s2.0-72349098556&partnerID=40&md5=ebfc82e4b466623b614bd98ffe8f1131","24Cited By (since 2009): 1",NA,NA,NA,"manual_download_spanish/30/RIH_216145.pdf"
"67",0,"V.H. Alcocer-Yamanaka, J.M. RodrÌguez-Varela, V.J. Bourguett-Ortiz, O.J. Llaguno-Guilberto, P.M. Albornoz-GÛngora","Methodology for generating flood risk maps in urban areas [MetodologÌa para la generaciÛn de mapas de riesgo por inundaciÛn en zonas urbanas]",2016,"Tecnologia y Ciencias del Agua",NA,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85030552252&partnerID=40&md5=97a0dd7d9106bf3ca015b8317d539e42",NA,67,"8/10/2018","Article","",NA,NA,7,5,33,55,0,0,0,5,2,"spanish","in corpus","DOI absent","spanish.enl","EndNote","171","1710","2","Alcocer-Yamanaka, V. H.RodrÌguez-Varela, J. M.Bourguett-Ortiz, V. J.Llaguno-Guilberto, O. J.Albornoz-GÛngora, P. M.","Methodology for generating flood risk maps in urban areas [MetodologÌa para la generaciÛn de mapas de riesgo por inundaciÛn en zonas urbanas]","33-55","Query date: 2018-08-10",2016,"NA","NA","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85030552252&partnerID=40&md5=97a0dd7d9106bf3ca015b8317d539e42","7",NA,NA,NA,"manual_download_spanish/31/2007-2422-tca-7-05-00033.pdf"
"1304",2,"VH Alcocer-Yamanaka, V Tzatchkov, FI Arreguin-Cortes","Distribution network water quality model.",2004,"INGENIERIA HIDRAULICA EN MEXICO",NA,NA,NA,277,"8/10/2018","Journal article","",NA,NA,19,2,77,88,2,0.14,1,3,14,"spanish","absent from corpus","DOI absent","spanish.enl","EndNote","612","6120","17","Alcocer-Yamanaka, V. H.Tzatchkov, V.Arreguin-Cortes, F. I.","Distribution network water quality modelINGENIERIA HIDRAULICA EN MEXICO","77-88","2",2004,"NA","NA","NA","Cited By (since 2004): 2","INGENIERIA HIDRAULICA EN MEXICO","19",NA,NA
"745",4,"V.H. Alcocer-Yamanaka, V. Tzatchkov, F.I. Arreguin-CortÈs","Distribution network water quality model [Modelo de calidad del agua en redes de distribuciÛn]",2004,"Ingenieria Hidraulica en Mexico",NA,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-2442637508&partnerID=40&md5=07a0c3735ee7d2fc3005d5569ce63f1e",NA,745,"8/10/2018","Article","",NA,NA,19,2,77,88,4,0.29,1,3,14,"spanish","in corpus","DOI absent","spanish.enl","EndNote","1139","11390","2","Alcocer-Yamanaka, V. H.Tzatchkov, V.Arreguin-CortÈs, F. I.","Distribution network water quality model [Modelo de calidad del agua en redes de distribuciÛn]","77-88","Query date: 2018-08-10",2004,"NA","NA","https://www.scopus.com/inward/record.uri?eid=2-s2.0-2442637508&partnerID=40&md5=07a0c3735ee7d2fc3005d5569ce63f1e","19Cited By (since 2004): 4",NA,NA,NA,"manual_download_spanish/33/1001-1101-1-PB.pdf"
"291",3,"P. Alcolado-Prieto, H.C. AragÛn, P.M. Alcolado, A.L. Castillo","Stony coral recruitment in coral reefs at different distances from pollution sources in Habana, Cuba [Reclutamiento de corales pÈtreos en arrecifes coralinos a diferentes distancias de fuentes de contaminaciÛn en La Habana, Cuba]",2012,"Revista de Biologia Tropical",NA,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84866655920&partnerID=40&md5=1bf8d15f8368f5b3dee797631bfa8e65",NA,291,"8/10/2018","Article","",NA,NA,60,3,981,994,3,0.5,1,4,6,"spanish","absent from corpus","DOI absent","spanish.enl","EndNote","640","6400","2","Alcolado-Prieto, P.AragÛn, H. C.Alcolado, P. M.Castillo, A. L.","Stony coral recruitment in coral reefs at different distances from pollution sources in Habana, Cuba [Reclutamiento de corales pÈtreos en arrecifes coralinos a diferentes distancias de fuentes de contaminaciÛn en La Habana, Cuba]","981-994","Query date: 2018-08-10",2012,"NA","NA","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84866655920&partnerID=40&md5=1bf8d15f8368f5b3dee797631bfa8e65","60Cited By (since 2012): 3",NA,NA,NA,NA
"1373",0,"Alvaro A. Aldama","Three-Part Descomposition of Natural Flows: Application to the Colorado River Drought Characterization",2016,"Tecnolog√≠a y ciencias del agua",NA,NA,NA,22,"8/10/2018","Journal article","",NA,NA,7,5,167,195,0,0,0,1,2,"spanish","in corpus","DOI absent","spanish.enl","EndNote","63","630","17","Aldama, Alvaro A.","Three-Part Descomposition of Natural Flows: Application to the Colorado River Drought CharacterizationTecnolog√≠a y ciencias del agua","167-195","5",2016,"NA","NA","NA",NA,"Tecnolog√≠a y ciencias del agua","7",NA,"manual_download_spanish/35/2007-2422-tca-7-05-00167 (1).pdf"
"1087",0,"Alvaro A. Aldama","Three-Part Decomposition of Natural Flows: Application to the Colorado River Drought Characterization",2016,"TECNOLOGIA Y CIENCIAS DEL AGUA",NA,NA,NA,60,"8/10/2018","Journal article","",NA,NA,7,5,167,196,0,0,0,1,2,"spanish","in corpus","DOI absent","spanish.enl","EndNote","156","1560","17","Aldama, Alvaro A.","Three-Part Decomposition of Natural Flows: Application to the Colorado River Drought CharacterizationTECNOLOGIA Y CIENCIAS DEL AGUA","167-196","5",2016,"NA","NA","NA",NA,"TECNOLOGIA Y CIENCIAS DEL AGUA","7",NA,"manual_download_spanish/36/353549829011.pdf"
"66",0,"¡.A. Aldama","Three-part decomposition of natural flows: Application to the Colorado River drought characterization. Application [An·lisis tripartita de escurrimientos naturales: aplicaciÛn a la caracterizaciÛn de sequÌas en el rÌo Colorado]",2016,"Tecnologia y Ciencias del Agua",NA,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85030569927&partnerID=40&md5=0953147843e352348a50d47ad1f3d3a8",NA,66,"8/10/2018","Article","",NA,NA,7,5,167,195,0,0,0,1,2,"spanish","in corpus","DOI absent","spanish.enl","EndNote","170","1700","2","Aldama, ¡ A.","Three-part decomposition of natural flows: Application to the Colorado River drought characterization. Application [An·lisis tripartita de escurrimientos naturales: aplicaciÛn a la caracterizaciÛn de sequÌas en el rÌo Colorado]","167-195","Query date: 2018-08-10",2016,"NA","NA","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85030569927&partnerID=40&md5=0953147843e352348a50d47ad1f3d3a8","7",NA,NA,NA,"manual_download_spanish/37/2007-2422-tca-7-05-00167.pdf"
"1362",1,"AA Aldama, E Aguilar","Inverse flood routing to estimate inflow hydrographs to reservoirs",1997,"INGENIERIA HIDRAULICA EN MEXICO",NA,NA,NA,335,"8/10/2018","Journal article","",NA,NA,12,1,15,26,1,0.05,1,2,21,"spanish","in corpus","DOI absent","spanish.enl","EndNote","728","7280","17","Aldama, A. A.Aguilar, E.","Inverse flood routing to estimate inflow hydrographs to reservoirsINGENIERIA HIDRAULICA EN MEXICO","15-26","1",1997,"NA","NA","NA","Cited By (since 1997): 1","INGENIERIA HIDRAULICA EN MEXICO","12",NA,"manual_download_spanish/38/document (1).pdf"
"937",2,"A.A. Aldama, E. Aguilar","Inverse flood routing to estimate inflow hydrographs to reservoirs [Transito inverso para la estimacion de avenidas de ingreso a vasos]",1997,"Ingenieria Hidraulica en Mexico",NA,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0030892657&partnerID=40&md5=3d5e0504079e789b80ad8402e4b3c3ee",NA,937,"8/10/2018","Article","",NA,NA,12,1,15,26,2,0.1,1,2,21,"spanish","in corpus","DOI absent","spanish.enl","EndNote","1331","13310","2","Aldama, A. A.Aguilar, E.","Inverse flood routing to estimate inflow hydrographs to reservoirs [Transito inverso para la estimacion de avenidas de ingreso a vasos]","15-26","Query date: 2018-08-10",1997,"NA","NA","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0030892657&partnerID=40&md5=3d5e0504079e789b80ad8402e4b3c3ee","12Cited By (since 1997): 2",NA,NA,NA,"manual_download_spanish/39/785-1149-1-PB.pdf"
"1268",2,"Alvaro A. Aldama, Javier Aparicio, Carlos Gutierrez-Ojeda, Manuel Martinez-Morales, Luis Gonzalez-Hita, Graciela Herrera-Zamarron, Ismael Mata-Arellano, Miguel Angel Mejia-Gonzalez, Gerardo Ortiz-Flores, Pablo Gallardo-Almanza, Rene Lobato-Sanchez, Jose Luis Perez-Lopez, Guillermo Reza-Arzate, Peter Fritz, Joel Ramirez-Espinoza, Antonio Cardona","Hydrogeological behavior of the cuatrocienegas and El Hundido aquifers in Coahuila, Mexico",2007,"INGENIERIA HIDRAULICA EN MEXICO",NA,NA,NA,241,"8/10/2018","Journal article","",NA,NA,22,3,37,59,2,0.18,0,16,11,"spanish","in corpus","DOI absent","spanish.enl","EndNote","540","5400","17","Aldama, Alvaro A.Aparicio, JavierGutierrez-Ojeda, CarlosMartinez-Morales, ManuelGonzalez-Hita, LuisHerrera-Zamarron, GracielaMata-Arellano, IsmaelMejia-Gonzalez, Miguel AngelOrtiz-Flores, GerardoGallardo-Almanza, PabloLobato-Sanchez, RenePerez-Lopez, Jose LuisReza-Arzate, GuillermoFritz, PeterRamirez-Espinoza, JoelCardona, Antonio","Hydrogeological behavior of the cuatrocienegas and El Hundido aquifers in Coahuila, MexicoINGENIERIA HIDRAULICA EN MEXICO","37-59","3",2007,"NA","NA","NA","Cited By (since 2007): 2","INGENIERIA HIDRAULICA EN MEXICO","22",NA,"manual_download_spanish/40/RIHMjul-sep2007art.3.pdf"
"607",3,"¡.A. Aldama, J. Aparicio, C. GutiÈrrez-Ojeda, M. MartÌnez-Morales, L. Gonz·lez-Hita, G. Herrera-ZamarrÛn, I. Mata-Arellano, M.¡. MejÌa-Gonz·lez, G. Ortiz-Flores, P. Gallardo-Almanza, R. Lobato-S·nchez, J.L. PÈrez-LÛpez, G. Reza-Arzate, P. Fritz, J. RamÌrez-Espinoza, A. Cardona","Hydrogeological behavior of the CuatrociÈnegas and El Hundido aquifers in Coahuila, Mexico [Comportamiento hidrogeolÛgico de los acuÌferos cuatrociÈnegas y El Hundido, Coahuila, MÈxico]",2007,"Ingenieria Hidraulica en Mexico",NA,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-34548101372&partnerID=40&md5=0867f7145115262b716d5249e79fb4c3",NA,607,"8/10/2018","Article","",NA,NA,22,3,37,59,3,0.27,0,16,11,"spanish","in corpus","DOI absent","spanish.enl","EndNote","1001","10010","2","Aldama, ¡ A.Aparicio, J.GutiÈrrez-Ojeda, C.MartÌnez-Morales, M.Gonz·lez-Hita, L.Herrera-ZamarrÛn, G.Mata-Arellano, I.MejÌa-Gonz·lez, M. ¡Ortiz-Flores, G.Gallardo-Almanza, P.Lobato-S·nchez, R.PÈrez-LÛpez, J. L.Reza-Arzate, G.Fritz, P.RamÌrez-Espinoza, J.Cardona, A.","Hydrogeological behavior of the CuatrociÈnegas and El Hundido aquifers in Coahuila, Mexico [Comportamiento hidrogeolÛgico de los acuÌferos cuatrociÈnegas y El Hundido, Coahuila, MÈxico]","37-59","Query date: 2018-08-10",2007,"NA","NA","https://www.scopus.com/inward/record.uri?eid=2-s2.0-34548101372&partnerID=40&md5=0867f7145115262b716d5249e79fb4c3","22Cited By (since 2007): 3",NA,NA,NA,"manual_download_spanish/41/Comportamiento_hidrogeologico_de_los_acuiferos_Cua.pdf"
"446",7,"J. Aldeco, M.A. Monreal-GÛmez, M. Signoret, D.A. Salas-de LeÛn, D.U. Hern·ndez-Becerril","Occurrence of a subsurface anticyclonic eddy, fronts, and Trichodesmium spp. over the Campeche Canyon Region, Gulf of Mexico [Ocurrencia de un giro anticiclÛnico, frentes y Trichodesmium spp. sobre la regiÛn del CaÒÛn de Campeche, Golfo de MÈxico]",2009,"Ciencias Marinas",NA,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-72449143205&partnerID=40&md5=244b42e6f1fba1381600663cbf31bf32",NA,446,"8/10/2018","Article","",NA,NA,35,4,333,344,7,0.78,1,5,9,"spanish","absent from corpus","DOI absent","spanish.enl","EndNote","840","8400","2","Aldeco, J.Monreal-GÛmez, M. A.Signoret, M.LeÛn, D. A. Salas-deHern·ndez-Becerril, D. U.","Occurrence of a subsurface anticyclonic eddy, fronts, and Trichodesmium spp. over the Campeche Canyon Region, Gulf of Mexico [Ocurrencia de un giro anticiclÛnico, frentes y Trichodesmium spp. sobre la regiÛn del CaÒÛn de Campeche, Golfo de MÈxico]","333-344","Query date: 2018-08-10",2009,"NA","NA","https://www.scopus.com/inward/record.uri?eid=2-s2.0-72449143205&partnerID=40&md5=244b42e6f1fba1381600663cbf31bf32","35Cited By (since 2009): 7",NA,NA,NA,NA
"1188",0,"Luis Alejandro-Sanchez, Yoel Martinez-Gonzalez","Sensitivity analysis and regional imperviousness in an urban basin",2013,"TECNOLOGIA Y CIENCIAS DEL AGUA",NA,NA,NA,161,"8/10/2018","Journal article","",NA,NA,4,1,203,212,0,0,0,2,5,"spanish","in corpus","DOI absent","spanish.enl","EndNote","381","3810","17","Alejandro-Sanchez, LuisMartinez-Gonzalez, Yoel","Sensitivity analysis and regional imperviousness in an urban basinTECNOLOGIA Y CIENCIAS DEL AGUA","203-212","1",2013,"NA","NA","NA",NA,"TECNOLOGIA Y CIENCIAS DEL AGUA","4",NA,"manual_download_spanish/43/v4n1a12.pdf"
"590",4,"C. Alejo-Plata, J.L. GÛmez-M·rquez, S. Ramos, E. Herrera","Presence of neonates and juvenile scalloped hammerhead sharks Sphyrna lewini (Griffith and Smith, 1834) and silky sharks Carcharhinus falciformis (M¸ller and Henle, 1839) in the Oaxaca coast, Mexico [Presencia de neonatos y juveniles del tiburÛn martillo Sphyrna lewini (Griffith and Smith, 1834) y del tiburÛn sedoso Carcharhinus falciformis (M¸ller and Henle, 1839) en la costa de Oaxaca, Mexico]",2007,"Revista de Biologia Marina y Oceanografia",NA,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-42049111830&partnerID=40&md5=4d12c5acc3327abdde07a788f7d8b480",NA,590,"8/10/2018","Article","",NA,NA,42,3,403,413,4,0.36,1,4,11,"spanish","in corpus","DOI absent","spanish.enl","EndNote","984","9840","2","Alejo-Plata, C.GÛmez-M·rquez, J. L.Ramos, S.Herrera, E.","Presence of neonates and juvenile scalloped hammerhead sharks Sphyrna lewini (Griffith and Smith, 1834) and silky sharks Carcharhinus falciformis (M¸ller and Henle, 1839) in the Oaxaca coast, Mexico [Presencia de neonatos y juveniles del tiburÛn martillo Sphyrna lewini (Griffith and Smith, 1834) y del tiburÛn sedoso Carcharhinus falciformis (M¸ller and Henle, 1839) en la costa de Oaxaca, Mexico]","403-413","Query date: 2018-08-10",2007,"NA","NA","https://www.scopus.com/inward/record.uri?eid=2-s2.0-42049111830&partnerID=40&md5=4d12c5acc3327abdde07a788f7d8b480","42Cited By (since 2007): 4",NA,NA,NA,"manual_download_spanish/44/art20.pdf"
"501",18,"M.d.C. Alejo-Plata, J.L. GÛmez-M·rquez, S.R. Carrillo, J.E. Herrera-Galindo","Reproduction, diet and fishery of Octopus (Octopus) hubbsorum (Mollusca: Cephalopoda) in the coast of Oaxaca, Mexico [ReproducciÛn, dieta y pesquerÌa del pulpo Octopus (Octopus) hubbsorum (Mollusca: Cephalopoda) en la costa de Oaxaca, MÈxico]",2009,"Revista de Biologia Tropical",NA,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-70449698787&partnerID=40&md5=9175c45ceed2b814db90486909f4e023",NA,501,"8/10/2018","Article","",NA,NA,57,1,63,78,18,2,5,4,9,"spanish","absent from corpus","DOI absent","spanish.enl","EndNote","895","8950","2","Alejo-Plata, M. d C.GÛmez-M·rquez, J. L.Carrillo, S. R.Herrera-Galindo, J. E.","Reproduction, diet and fishery of Octopus (Octopus) hubbsorum (Mollusca: Cephalopoda) in the coast of Oaxaca, Mexico [ReproducciÛn, dieta y pesquerÌa del pulpo Octopus (Octopus) hubbsorum (Mollusca: Cephalopoda) en la costa de Oaxaca, MÈxico]","63-78","Query date: 2018-08-10",2009,"NA","NA","https://www.scopus.com/inward/record.uri?eid=2-s2.0-70449698787&partnerID=40&md5=9175c45ceed2b814db90486909f4e023","57Cited By (since 2009): 18",NA,NA,NA,NA
"1130",0,"Evelyn Alfaro-Rodriguez","The La Plata's Stream and the Transformation of the Urban Landscape of Zacatecas, Mexico",2015,"AGUA Y TERRITORIO",NA,NA,NA,103,"8/10/2018","Journal article","10.17561/at.v0i5.2534",NA,NA,NA,5,54,67,0,0,0,1,3,"spanish","absent from corpus","DOI present","spanish.enl","EndNote","253","2530","17","Alfaro-Rodriguez, Evelyn","The La Plata's Stream and the Transformation of the Urban Landscape of Zacatecas, MexicoAGUA Y TERRITORIO","54-67","5",2015,"NA","NA","NA",NA,"AGUA Y TERRITORIO",NA,"10.17561/at.v0i5.2534",NA
